Poste_Origem,Poste_Destino,Distancia,Lat_Poste_Origem,Lon_Poste_Origem,Lat_Poste_Destino,Lon_Poste_Destino
08-00763    ,08-00764    ,32.277780104711795,-3.743615618864923,-38.542491579080995,-3.743421338319525,-38.54270858482532
08-00757    ,08-05251    ,32.30542717563103,-3.7440567512117218,-38.541112298272026,-3.7442739727334304,-38.541306930292315
08-00894    ,08-05173    ,32.32103294652217,-3.737853970079315,-38.53980435018366,-3.7376600342797808,-38.54002218048913
08-00773    ,08-00774    ,32.327970184501226,-3.7443543015428364,-38.53923448534961,-3.744155163080723,-38.53902127047604
08-01208    ,08-01209    ,32.34729751076587,-3.7415681998502484,-38.539731245232446,-3.7413509777895686,-38.539536051313966
08-07770    ,08-07771    ,32.37379341380926,-3.7412253477827564,-38.54148187258721,-3.741026209590359,-38.541268094963804
08-05198    ,08-05199    ,32.410995915738226,-3.744860163060682,-38.53781528278259,-3.7450500245813565,-38.53759285848897
08-00107    ,08-00108    ,32.43864400680152,-3.7388254482802115,-38.536661239353656,-3.738617484896952,-38.53686734912768
08-04978    ,08-07769    ,32.46560680166012,-3.7411893625173707,-38.541865751733226,-3.7413882757805204,-38.54165064149488
08-01230    ,08-05202    ,32.49722507533889,-3.7376491418761626,-38.536200325857195,-3.7377490720859448,-38.536475553828076
08-00790    ,08-00791    ,32.52360921315468,-3.7439194475327757,-38.53806905710904,-3.744037195675985,-38.53833747330797
08-04911    ,08-04912    ,32.58797726528113,-3.733647942679318,-38.53546548173363,-3.7339329784651363,-38.535540427400974
08-04986    ,08-04987    ,32.59271630671491,-3.74015850477999,-38.54274263612045,-3.7398690415293205,-38.54279850772682
15-05434    ,15-05438    ,32.60134439329151,-3.746996657028615,-38.54063515977864,-3.7471050728949415,-38.540362121510725
08-00861    ,08-10365    ,32.62868384461395,-3.738326597850678,-38.54272806517528,-3.7383924080538002,-38.54301450673519
15-05200    ,15-05201    ,32.65061255168117,-3.7462467457201507,-38.54246199406647,-3.746482051454723,-38.54263973202412
08-02526    ,08-02527    ,32.75337174257803,-3.7401337451638024,-38.53596204398448,-3.740334428977094,-38.53574503448763
08-02260    ,08-09301    ,32.78868183154059,-3.73974864637977,-38.537495452230566,-3.7395497362810515,-38.537714502740855
08-02881    ,08-02882    ,32.7934468491801,-3.7435251725535075,-38.54526751030812,-3.7437150338723852,-38.545040584984356
15-05356    ,15-05357    ,32.882366094914765,-3.746508437539268,-38.54120332860236,-3.746300253702482,-38.54099180602209
08-04978    ,08-04979    ,32.974481136933754,-3.7411893625173707,-38.541865751733226,-3.740990452431715,-38.54208705317023
08-02878    ,08-02879    ,33.021063353562674,-3.742901287261612,-38.5459077887117,-3.7431001980604717,-38.54568592464015
15-02011    ,15-02021    ,33.02609053839101,-3.7505763203510396,-38.535343055929395,-3.750874865290157,-38.535354718132425
08-00104    ,08-00109    ,33.03241778919612,-3.7395128152163566,-38.53632711215389,-3.7392777001253172,-38.53651072269252
08-05145    ,08-05146    ,33.06769807909223,-3.74373901832552,-38.539022050959936,-3.743540109723898,-38.539244479353286
15-02008    ,15-02025    ,33.094561486745825,-3.7507746546228504,-38.534047268660125,-3.7510732052388365,-38.53406962458031
08-06492    ,08-06493    ,33.10966626228661,-3.743269107038897,-38.53999658376703,-3.743504416691135,-38.54018107465873
08-05250    ,08-05251    ,33.30405615311744,-3.7445092836502645,-38.54149423598108,-3.7442739727334304,-38.541306930292315
08-02520    ,08-02521    ,33.34502399159431,-3.7402268509216645,-38.5351064908645,-3.7405163878856915,-38.53519076494272
08-10040    ,08-10041    ,33.39584973115463,-3.7401408826204476,-38.54053510679412,-3.739929286564376,-38.540320440087285
08-04939    ,08-04940    ,33.435875312673545,-3.7382952670983025,-38.53750976169205,-3.738519133567947,-38.537712255347024
15-05339    ,15-07175    ,33.454978303926445,-3.7461434718870037,-38.539336253782835,-3.7459169201504,-38.539136480143924
08-01198    ,08-01199    ,33.470194296567804,-3.7434327225970385,-38.54147284496978,-3.743242620045403,-38.54123823685245
15-05205    ,15-05206    ,33.50023320814349,-3.747323781751131,-38.54339013581263,-3.7475590938249312,-38.54358025690791
08-03164    ,08-03165    ,33.58408291140314,-3.7429503667782025,-38.53601011146195,-3.743149271196793,-38.53578149130128
08-06481    ,08-06482    ,33.60431519909311,-3.741505804104891,-38.541501989231385,-3.741713760938164,-38.54128124567716
15-02035    ,15-02036    ,33.67590245635594,-3.7529353611779444,-38.531367511275924,-3.753161417365523,-38.53116420120692
08-05246    ,08-05247    ,33.757310378781455,-3.7375071856735715,-38.540200699279524,-3.7373066698207653,-38.54042999141554
08-06495    ,08-10506    ,33.77566119325626,-3.743857415464336,-38.54052310138998,-3.743739441084766,-38.54080368391395
08-00961    ,08-10357    ,33.78964128886356,-3.742598357315354,-38.53497953633288,-3.742696468371682,-38.534691341842624
08-00757    ,08-10442    ,33.92096677890043,-3.7440567512117218,-38.541112298272026,-3.743875580350652,-38.54086574048092
08-05200    ,15-05324    ,33.96344542298381,-3.744850766146667,-38.53715394221791,-3.7451312778691728,-38.53727874699883
08-00969    ,08-07183    ,33.98303776705285,-3.7419319058405254,-38.53418989095165,-3.7417279813041073,-38.53396087302835
08-01230    ,08-01231    ,34.057453754648186,-3.7376491418761626,-38.536200325857195,-3.7374590346348313,-38.53595896632795
08-00966    ,08-00967    ,34.0676002234348,-3.742696275953118,-38.534533900965016,-3.742413621263474,-38.534411611028375
08-10344    ,08-10512    ,34.08519275161322,-3.7354193255803514,-38.53549614888146,-3.7355546828322206,-38.53577194732278
08-06491    ,08-06492    ,34.09917750107765,-3.7430337899467583,-38.53979802181846,-3.743269107038897,-38.53999658376703
08-10444    ,08-10445    ,34.17380852024319,-3.7420556097302775,-38.53787095022905,-3.741781493857445,-38.53772863457139
08-00087    ,08-00088    ,34.17490823250988,-3.739658854745156,-38.53659971029395,-3.7394950047104114,-38.536860697376355
08-03160    ,08-03161    ,34.19260091050245,-3.7419196949179785,-38.537224711074636,-3.742114921374723,-38.53698586309713
15-01600    ,15-02030    ,34.21034428721816,-3.751651229977178,-38.53227832580335,-3.7518051659615534,-38.53254559830298
08-02542    ,08-02543    ,34.29792495545467,-3.7450851740376057,-38.535638634186675,-3.7448862742192874,-38.53587569763565
08-00087    ,08-00104    ,34.305681784539004,-3.739658854745156,-38.53659971029395,-3.7395128152163566,-38.53632711215389
08-05223    ,08-05224    ,34.311076928595526,-3.7448166779437964,-38.5411299137126,-3.7450429549828264,-38.54134142659867
08-05200    ,08-05204    ,34.37755672310061,-3.744850766146667,-38.53715394221791,-3.744561214051536,-38.537040962043996
15-02018    ,15-02019    ,34.3980036666374,-3.750504360327678,-38.53611870219982,-3.7506670591183027,-38.5358546393846
15-01597    ,15-02033    ,34.42207004597486,-3.752410743771448,-38.531528766402516,-3.7525013693762865,-38.53182534095018
15-00127    ,15-05309    ,34.463805742401696,-3.747239796592801,-38.538513092530444,-3.747185355141233,-38.538207494166244
08-06482    ,08-06483    ,34.49009142130534,-3.741713760938164,-38.54128124567716,-3.741912661312984,-38.5410419328266
08-02887    ,08-09466    ,34.50570374963035,-3.745143603529091,-38.54350833825608,-3.744878450816702,-38.54367232734336
08-04983    ,08-04984    ,34.52625812334722,-3.7408005759466714,-38.54228358464103,-3.740592624689389,-38.54251558463006
08-07050    ,08-07052    ,34.6284518020327,-3.734642615329225,-38.53567874825855,-3.734533803666188,-38.535971177217675
08-02879    ,08-02880    ,34.655446902326915,-3.7431001980604717,-38.54568592464015,-3.743317200312498,-38.54546067406089
08-02541    ,08-02542    ,34.666322364075484,-3.7452931222008803,-38.53540494294609,-3.7450851740376057,-38.535638634186675
15-05724    ,15-05725    ,34.72216736106777,-3.7551603991376856,-38.54766094784998,-3.7549886488738857,-38.547922763603566
08-07043    ,08-07044    ,34.751100144845864,-3.73513572190693,-38.53418350824701,-3.7350369188404136,-38.53448060065205
08-00774    ,08-05144    ,34.77298026126032,-3.744155163080723,-38.53902127047604,-3.743892719554888,-38.538848613786364
08-04941    ,08-04942    ,34.776843562453166,-3.738694203510564,-38.537865367810845,-3.7389257284188213,-38.53807741967256
08-00830    ,08-00832    ,34.80906871826116,-3.736609216304741,-38.53310921836864,-3.7365085590892817,-38.533406244803324
08-00967    ,08-00968    ,34.922342561973934,-3.742413621263474,-38.534411611028375,-3.7421352405886283,-38.53426290570254
08-06487    ,08-06488    ,34.950020118019964,-3.7426721370971343,-38.54020177119072,-3.7428619839566806,-38.539950079954565
08-00772    ,08-05215    ,35.004519797449014,-3.744517208314758,-38.539362166485105,-3.744752532053835,-38.539573111228535
15-05433    ,15-05437    ,35.0625,-3.7469698327267285,-38.54123517064833,-3.7469696666899757,-38.54091941252132
08-05222    ,08-05223    ,35.25670370652934,-3.744581352752515,-38.540915591411036,-3.7448166779437964,-38.5411299137126
08-00451    ,08-00455    ,35.37919334887734,-3.7382517600742893,-38.533689301661695,-3.73845282490594,-38.53344141042258
08-01236    ,08-01237    ,35.426034300356,-3.736680658966889,-38.53527045691082,-3.7364453315399206,-38.53505388669234
08-00958    ,08-00959    ,35.51723070630589,-3.743004427042636,-38.53559695410975,-3.742723148452676,-38.53544234310701
08-03154    ,08-03155    ,35.56354348205477,-3.7407534005549583,-38.53858909555403,-3.740961344110123,-38.53834471213781
08-06429    ,08-06430    ,35.620010615523405,-3.7345080785024916,-38.532660583429376,-3.734598380382722,-38.53235266203193
08-07184    ,08-07185    ,35.630920560659106,-3.7415924088412402,-38.5341990280482,-3.741429717110942,-38.534476033606104
15-05358    ,15-05359    ,35.7246413557925,-3.746055878554881,-38.54077129683594,-3.745820549998468,-38.54055078305272
08-07185    ,08-07186    ,35.73956359904245,-3.741429717110942,-38.534476033606104,-3.74127607520153,-38.53475922558764
08-02250    ,08-02251    ,35.80590035175767,-3.7409420440139156,-38.53606520116045,-3.740743153164744,-38.53631971147283
15-05346    ,15-05347    ,35.835616448583664,-3.7469868261332557,-38.539147555572555,-3.7472311972026433,-38.539359621728195
15-01590    ,15-02042    ,35.835616448583664,-3.7540563252682997,-38.52985115180563,-3.7543006984496907,-38.53006321655971
15-02028    ,15-02029    ,35.8503835404867,-3.7513350203605014,-38.533065922470676,-3.751542959979816,-38.532818157591336
15-01599    ,15-02032    ,35.85234476293008,-3.7519134372760976,-38.532008580593256,-3.752221077386172,-38.532110855873825
08-00771    ,08-05215    ,35.853488759812485,-3.7449878616874375,-38.53979531303004,-3.744752532053835,-38.539573111228535
15-05202    ,15-05203    ,35.89655275928317,-3.7466630614277183,-38.54278710442074,-3.7468983906931306,-38.543009870449126
08-06494    ,08-06497    ,35.99848087072564,-3.7436673245190475,-38.540311007268485,-3.7439205229949524,-38.54010712466613
08-01203    ,08-06484    ,36.02088153071771,-3.7424190178783863,-38.54055649609898,-3.7421477132424252,-38.540736185246296
08-02569    ,08-02570    ,36.02608646869654,-3.7427617191509284,-38.53852444326934,-3.742997050153614,-38.538748895705474
08-02258    ,08-02259    ,36.0529666775149,-3.740182611762322,-38.53697965945148,-3.739983722079847,-38.537236983570104
08-05230    ,08-05232    ,36.11834930129006,-3.737062221189443,-38.53830003569477,-3.7367545777866624,-38.538190442321586
08-05218    ,08-05219    ,36.168928740702285,-3.744083454243169,-38.54028152221017,-3.744228354084658,-38.54057356425836
08-00882    ,08-05182    ,36.33513009291911,-3.7375130637347396,-38.54104070081389,-3.737217530922212,-38.541183959643135
08-07307    ,08-07308    ,36.38342900621105,-3.732194704223385,-38.53748983915242,-3.7325113835825108,-38.537579164958544
08-00890    ,08-00896    ,36.43144246389374,-3.7386645727079597,-38.540383406953914,-3.7388908639434737,-38.54062193483299
08-01237    ,08-01238    ,36.43449816108354,-3.7364453315399206,-38.53505388669234,-3.736191914406499,-38.534844080212764
15-05357    ,15-05358    ,36.45888094826828,-3.746300253702482,-38.54099180602209,-3.746055878554881,-38.54077129683594
08-00856    ,08-02278    ,36.47002193583108,-3.7375511550734717,-38.53908832261974,-3.7378678358521418,-38.53918046353728
08-00881    ,08-09723    ,36.475509861461965,-3.7378024468618123,-38.541453379087805,-3.7379346312041726,-38.541754352265215
08-00876    ,08-00877    ,36.527868213872,-3.738991029970832,-38.54186689315089,-3.73866538024932,-38.54192278369637
15-08515    ,15-08516    ,36.56376653567632,-3.7487615453407996,-38.53601670847646,-3.7490787607519436,-38.536110032879996
15-05353    ,15-05354    ,36.58514256156453,-3.7462456054412123,-38.54029165112753,-3.7464899815872283,-38.54051384875189
08-01248    ,08-01250    ,36.60702549751878,-3.734059337649097,-38.532896163489745,-3.7337662987638187,-38.532742587456006
15-02008    ,15-02009    ,36.71852393547432,-3.7507746546228504,-38.534047268660125,-3.7507386437336847,-38.53437599255884
08-01211    ,08-10406    ,36.7444098583268,-3.740898450987337,-38.5391659356226,-3.74079231334246,-38.538852354156326
15-01591    ,15-02041    ,36.78399787951277,-3.75373082527176,-38.53018172019307,-3.7540294425830534,-38.530327902258115
15-05350    ,15-05353    ,36.7967389859482,-3.7460012277698183,-38.540066639384975,-3.7462456054412123,-38.54029165112753
08-02562    ,08-02563    ,36.9670461357139,-3.7427348695231317,-38.53907435784527,-3.7429792485181608,-38.539301619942556
08-03142    ,08-09723    ,37.007519126371626,-3.738212862971608,-38.541568990066175,-3.7379346312041726,-38.541754352265215
15-01598    ,15-02032    ,37.05153716446863,-3.752166620831095,-38.53178161673753,-3.752221077386172,-38.532110855873825
15-01587    ,15-02045    ,37.19968287835261,-3.7545807442484143,-38.52932347821577,-3.754861289426373,-38.52950850660858
08-04980    ,08-07253    ,37.21558813185679,-3.741243903860043,-38.54236496717798,-3.741207891702763,-38.54269819027895
15-02005    ,15-02028    ,37.25047189298412,-3.7510002745299666,-38.53302726343667,-3.7513350203605014,-38.533065922470676
08-02261    ,08-02262    ,37.304123850453855,-3.7393417970283567,-38.53796676566217,-3.7391157629380936,-38.53821622371692
08-02505    ,08-09567    ,37.31454786597672,-3.7369995089903227,-38.53364087960574,-3.737303164935204,-38.5337876777629
08-02255    ,08-02526    ,37.31889258835544,-3.7399117123213217,-38.53621521449794,-3.7401337451638024,-38.53596204398448
15-01598    ,15-02033    ,37.31977525387848,-3.752166620831095,-38.53178161673753,-3.7525013693762865,-38.53182534095018
15-05364    ,15-05365    ,37.33630940518894,-3.7454134328452526,-38.54051553594394,-3.745295992426548,-38.540830791935385
15-02025    ,15-02026    ,37.33630940518894,-3.7510732052388365,-38.53406962458031,-3.7511182602100406,-38.53373639295579
08-00456    ,08-00457    ,37.40618473260805,-3.7383984944133077,-38.53334631870732,-3.7385249804609595,-38.53303387405968
15-01594    ,15-01595    ,37.4383347152354,-3.753134080877255,-38.53079892483049,-3.7528989993714004,-38.53104163941954
15-05366    ,15-05367    ,37.45351285260169,-3.7454589028619307,-38.540965790530294,-3.745712326360676,-38.541189672023506
08-00890    ,08-00891    ,37.4770783888252,-3.7386645727079597,-38.540383406953914,-3.7383886467276017,-38.540187290308104
08-04987    ,08-04988    ,37.610670028596935,-3.7398690415293205,-38.54279850772682,-3.7395343477299727,-38.54285946831431
08-01217    ,08-01219    ,37.61362992653062,-3.740110990177053,-38.538400878688414,-3.7398666065955215,-38.53816517485157
15-01596    ,15-01597    ,37.620016281229866,-3.752663927467825,-38.53130236512964,-3.752410743771448,-38.531528766402516
08-02561    ,08-02562    ,37.66178641872953,-3.7424814441486633,-38.53884766344978,-3.7427348695231317,-38.53907435784527
08-00127    ,08-06459    ,37.74549848988618,-3.742754935495562,-38.542829094109976,-3.742501510372093,-38.54260127281951
08-02256    ,08-02526    ,37.75280193963636,-3.7404307627515325,-38.53612988103307,-3.7401337451638024,-38.53596204398448
08-02882    ,08-02884    ,37.79968791207144,-3.7437150338723852,-38.545040584984356,-3.7439501177544408,-38.5447933737114
08-09466    ,08-09467    ,37.851067546579415,-3.744878450816702,-38.54367232734336,-3.74465574019945,-38.54393125170151
08-03142    ,08-03143    ,37.86411766105213,-3.738212862971608,-38.541568990066175,-3.738438894619278,-38.54131277891669
08-00855    ,08-02267    ,37.89051868541786,-3.7380037422014456,-38.53957325701885,-3.738238823992685,-38.539324920578416
08-01204    ,08-01205    ,37.89289204168605,-3.7423465796927564,-38.540432707750384,-3.7420939848151336,-38.5402020069143
08-00124    ,08-00126    ,38.00416301209645,-3.7433160654310473,-38.54328470895887,-3.743053597291327,-38.54306364624275
08-00865    ,08-00879    ,38.04458732855437,-3.738195220854774,-38.542430712375435,-3.738068401250801,-38.5421122088124
08-02266    ,08-02267    ,38.06414200070717,-3.7384377025555886,-38.53904508368768,-3.738238823992685,-38.539324920578416
08-00873    ,08-00874    ,38.0949164095421,-3.740076511259876,-38.54164682027036,-3.7397327517871264,-38.541671201138136
08-00100    ,08-05192    ,38.1047589711574,-3.7389425867807846,-38.535779202321514,-3.7386529957738803,-38.53559305355196
15-02027    ,15-02028    ,38.187244270829495,-3.751163294262355,-38.533364324608975,-3.7513350203605014,-38.533065922470676
08-00874    ,08-00875    ,38.19113116942204,-3.7397327517871264,-38.541671201138136,-3.739407133066188,-38.541786190448136
15-02004    ,15-02029    ,38.21572197734854,-3.7512081888100703,-38.53273221919015,-3.751542959979816,-38.532818157591336
15-01599    ,15-02031    ,38.26557076864267,-3.7519134372760976,-38.532008580593256,-3.751958853758274,-38.53235020719807
08-02887    ,08-02888    ,38.3016399779435,-3.745143603529091,-38.54350833825608,-3.7453786836316656,-38.54325493485353
08-05207    ,08-05208    ,38.38314245863671,-3.744380406753369,-38.537277452721824,-3.7441543799398254,-38.537539857986005
08-00872    ,08-00873    ,38.41406806106325,-3.740420256856897,-38.54159598567241,-3.740076511259876,-38.54164682027036
08-00867    ,08-00868    ,38.42326972356725,-3.7399320702646146,-38.542229439295724,-3.740275815630953,-38.54217804209129
08-00775    ,08-00776    ,38.46609708561554,-3.7436483202171478,-38.53858307807011,-3.7433948890574706,-38.53834568955091
08-00380    ,08-00381    ,38.47254646942123,-3.7373548198698,-38.53288621426563,-3.737688123750338,-38.5329859834192
08-00877    ,08-00878    ,38.49046148073572,-3.73866538024932,-38.54192278369637,-3.738321636949027,-38.541978120730704
15-02006    ,15-02007    ,38.577894010041554,-3.7508918928662367,-38.533359402905255,-3.750828749299516,-38.5337010867924
08-00881    ,08-00883    ,38.69834715156722,-3.7378024468618123,-38.541453379087805,-3.7376569916528526,-38.541136384942035
08-03159    ,08-03160    ,38.71616466348391,-3.741693670103109,-38.53749105545551,-3.7419196949179785,-38.537224711074636
08-10789    ,08-10790    ,38.80511076663433,-3.741146850138876,-38.53797711514632,-3.7414680124349387,-38.53783600330402
08-07186    ,08-07187    ,38.84021755860798,-3.74127607520153,-38.53475922558764,-3.7411767407918277,-38.535094733409125
15-02023    ,15-02024    ,38.885247845423336,-3.750946928827425,-38.53477438076126,-3.7510100713156542,-38.534429882598225
08-02251    ,08-02252    ,38.90739205151124,-3.740743153164744,-38.53631971147283,-3.7405171297976043,-38.53658830703593
08-02511    ,08-02512    ,38.928269371370725,-3.7383627995531747,-38.53426883691824,-3.73868854912732,-38.534402058851406
07-10771    ,08-01247    ,38.95582321927805,-3.734246629954916,-38.53306572341694,-3.7345051016559387,-38.53330419780626
08-10042    ,08-10293    ,38.96989272489982,-3.73973906634532,-38.540137659848305,-3.7395695423956115,-38.539829952641526
08-06459    ,08-06461    ,39.12285337561666,-3.742501510372093,-38.54260127281951,-3.7422571176912216,-38.542346430365136
15-05350    ,15-05360    ,39.145761264790856,-3.7460012277698183,-38.540066639384975,-3.745675621931007,-38.54020526997094
15-08517    ,15-08518    ,39.18787705426013,-3.749437699241752,-38.53622042257906,-3.749778835379967,-38.53631646949914
08-05101    ,08-05102    ,39.23631666727883,-3.7366973699825614,-38.53282728625025,-3.7367988732594504,-38.53248869992977
08-00379    ,08-00433    ,39.31238403392376,-3.7376810931110396,-38.53330546363626,-3.737566361520815,-38.53364056221463
08-00864    ,08-00866    ,39.35177886703472,-3.739154132571256,-38.54236942814166,-3.7395069266629473,-38.5423219662896
15-05336    ,15-05337    ,39.36217230679448,-3.7457289997958054,-38.5384958729301,-3.7454894840536626,-38.53875818366947
15-02003    ,15-02029    ,39.45883931389772,-3.7514884919443583,-38.532466967440996,-3.751542959979816,-38.532818157591336
08-00936    ,08-07185    ,39.58434784886912,-3.7417756369281534,-38.53456823325742,-3.741429717110942,-38.534476033606104
08-00960    ,08-00961    ,39.66441426138546,-3.7425259261388035,-38.53532938259571,-3.742598357315354,-38.53497953633288
08-01241    ,08-01242    ,39.776131347832205,-3.735775558576771,-38.534447496409875,-3.735485953329996,-38.53423489513149
08-02572    ,08-05146    ,39.96561021678513,-3.743277626745452,-38.53899696414632,-3.743540109723898,-38.539244479353286
08-05224    ,15-05371    ,39.997705012287895,-3.7450429549828264,-38.54134142659867,-3.7452963958229377,-38.54159851613385
08-01378    ,08-07046    ,40.17515431522603,-3.734601905262422,-38.534672860195,-3.734960923583524,-38.534729184836834
08-05146    ,08-05147    ,40.221457270964216,-3.743540109723898,-38.539244479353286,-3.7432869411376055,-38.53950464670052
08-05197    ,08-05210    ,40.29509488153818,-3.7446612479922723,-38.53802476624368,-3.7449380731746977,-38.538260867511134
08-00445    ,08-00446    ,40.329184261882936,-3.7376756522944468,-38.5350144027829,-3.7378176331660917,-38.534679848252864
15-02022    ,15-02023    ,40.4869288320317,-3.750929029826528,-38.53513855476709,-3.750946928827425,-38.53477438076126
08-05210    ,08-05211    ,40.51926718296674,-3.7449380731746977,-38.538260867511134,-3.7452159125493187,-38.538498891980616
15-05351    ,15-05352    ,40.56917358046595,-3.7455034357539967,-38.539635757818345,-3.7458474830112065,-38.53976297081752
08-05215    ,08-05216    ,40.96802297219137,-3.744752532053835,-38.539573111228535,-3.744490317073366,-38.539833846464674
08-01220    ,08-09301    ,41.01219330881976,-3.7398122266051326,-38.53797552486532,-3.7395497362810515,-38.537714502740855
08-00965    ,08-10357    ,41.01708111712078,-3.743067491703003,-38.53469696000899,-3.742696468371682,-38.534691341842624
15-08509    ,15-08510    ,41.04108542512407,-3.7471730407541917,-38.535527497164,-3.747527708700667,-38.535636826067034
08-00450    ,08-00451    ,41.047625884545845,-3.7381274640743873,-38.53403763273553,-3.7382517600742893,-38.533689301661695
08-00761    ,08-00763    ,41.162161890882736,-3.7438611433573983,-38.542212879317205,-3.743615618864923,-38.542491579080995
15-08516    ,15-08517    ,41.526862212367085,-3.7490787607519436,-38.536110032879996,-3.749437699241752,-38.53622042257906
15-01592    ,15-01594    ,41.56437965674455,-3.753414391752066,-38.53054943173674,-3.753134080877255,-38.53079892483049
08-02531    ,08-02532    ,41.76276937955624,-3.7414393963640067,-38.53566531968359,-3.7417922863069197,-38.53579965388759
15-02041    ,15-02042    ,41.986791077671086,-3.7540294425830534,-38.530327902258115,-3.7543006984496907,-38.53006321655971
08-02560    ,08-10408    ,42.00403416890382,-3.7418303885224513,-38.539420417708854,-3.7414527316807304,-38.539462316801874
08-00225    ,08-05172    ,42.20130861875846,-3.7383295605097566,-38.53521809657349,-3.7380558597344935,-38.535483050519545
08-01233    ,08-01234    ,42.40352734503092,-3.737115764502579,-38.53566010913405,-3.736833426680152,-38.5354015961402
08-02522    ,08-09800    ,42.63643017991292,-3.7408421717909137,-38.535388714559446,-3.74094878009997,-38.53501970885197
08-01375    ,08-10817    ,42.68010128806916,-3.733986942135198,-38.534144736630374,-3.7342776544121965,-38.53439768228239
08-00227    ,08-00446    ,43.08269890828757,-3.7380723886012586,-38.5349734764407,-3.7378176331660917,-38.534679848252864
08-07304    ,08-07305    ,43.58580796830546,-3.7333705213573665,-38.53702544395204,-3.7330087384927912,-38.537181540012355
08-03165    ,08-10781    ,43.84840013357025,-3.743149271196793,-38.53578149130128,-3.743457574926351,-38.53553301742729
08-02267    ,08-02278    ,44.03412206743766,-3.738238823992685,-38.539324920578416,-3.7378678358521418,-38.53918046353728
15-05340    ,15-05349    ,44.45050794141727,-3.7463175705811316,-38.53951769708102,-3.746055378236468,-38.5398212093019
15-01588    ,15-01589    ,44.553338819890925,-3.754445106426589,-38.52943724709863,-3.7541648169262793,-38.529725577656514
08-07305    ,08-07306    ,44.8682533229231,-3.7330087384927912,-38.537181540012355,-3.7326196723762797,-38.537066361613874
08-07309    ,08-07310    ,44.97677351978463,-3.7327828285894094,-38.53766626311302,-3.73317189644319,-38.53778481883557
08-02558    ,08-02559    ,45.02156601285655,-3.742372856348352,-38.53879424989138,-3.742110667652076,-38.539104514939346
15-00126    ,15-00127    ,45.09577481594035,-3.747646880960634,-38.53848642528974,-3.747239796592801,-38.538513092530444
08-01385    ,08-04913    ,45.15842806167954,-3.7342443089597435,-38.5351647880708,-3.734159300740164,-38.53556255821109
08-05234    ,08-05250    ,46.58262987691872,-3.744835102239441,-38.541760293352795,-3.7445092836502645,-38.54149423598108
08-01378    ,08-10817    ,47.09970086668597,-3.734601905262422,-38.534672860195,-3.7342776544121965,-38.53439768228239
08-00868    ,08-00869    ,47.268019050939714,-3.740275815630953,-38.54217804209129,-3.740691909607073,-38.54207989115188
15-05347    ,15-05823    ,47.95049530505394,-3.7472311972026433,-38.539359621728195,-3.7476563437051618,-38.53927384626494
08-03168    ,08-07167    ,48.07876481998149,-3.7439087253071035,-38.53491149359565,-3.744281816386596,-38.53468893537707
08-00866    ,08-00867    ,48.10470351223464,-3.7395069266629473,-38.5423219662896,-3.7399320702646146,-38.542229439295724
08-00862    ,08-00863    ,48.19982008524513,-3.7382947886169133,-38.54253534964651,-3.738719930220159,-38.542438883046216
08-03167    ,08-03168    ,48.541219597369,-3.743619408212421,-38.53524034845592,-3.7439087253071035,-38.53491149359565
08-02541    ,15-08503    ,48.73531587910538,-3.7452931222008803,-38.53540494294609,-3.7455418110927847,-38.5350425379533
08-01373    ,08-01375    ,48.76173159906477,-3.73358048578307,-38.53397408711991,-3.733986942135198,-38.534144736630374
08-00782    ,08-03161    ,48.90062871062285,-3.7417023650062764,-38.53682689356911,-3.742114921374723,-38.53698586309713
15-00128    ,15-05343    ,49.211258517352256,-3.7468690986400564,-38.538917974929305,-3.746525141706541,-38.53863660380759
08-01378    ,08-01383    ,49.72783532697155,-3.734601905262422,-38.534672860195,-3.734470820964672,-38.53510124896623
08-04068    ,08-10355    ,52.32504047554822,-3.736457245964883,-38.53667448191106,-3.7367974822765144,-38.537002095416156
08-03146    ,08-03147    ,53.19778102750151,-3.738963268059544,-38.54068099573963,-3.7392797107103153,-38.54032004810758
15-01591    ,15-01592    ,53.7648598645063,-3.75373082527176,-38.53018172019307,-3.753414391752066,-38.53054943173674
08-04912    ,08-10818    ,54.77984130689152,-3.7339329784651363,-38.535540427400974,-3.7339947007360634,-38.53602990291285
08-07306    ,08-07308    ,58.188305579815605,-3.7326196723762797,-38.537066361613874,-3.7325113835825108,-38.537579164958544
15-05203    ,15-05205    ,63.19859571224664,-3.7468983906931306,-38.543009870449126,-3.747323781751131,-38.54339013581263
08-05242    ,08-05244    ,64.70213367474618,-3.735554309089334,-38.53759554231009,-3.7349902522450162,-38.53775122305592
08-02884    ,08-09469    ,68.77864439127787,-3.7439501177544408,-38.5447933737114,-3.7443216575174127,-38.544296530643216
08-05244    ,08-05258    ,78.06257506001195,-3.7349902522450162,-38.53775122305592,-3.734284629814215,-38.53777973420493
08-06447    ,08-06448    ,78.13939867314056,-3.717721599357293,-38.54037570783153,-3.717360049441111,-38.54098037443083
08-05238    ,08-05242    ,79.26328817391855,-3.73610563484496,-38.5380519569558,-3.735554309089334,-38.53759554231009
15-00124    ,15-00126    ,82.73451516749222,-3.7483165077850256,-38.53881928122478,-3.747646880960634,-38.53848642528974
15-04211    ,15-07446    ,87.87528177391414,-3.748497480557821,-38.53889517112929,-3.7488854509273106,-38.538204442053406
08-05259    ,08-07310    ,117.58082326638132,-3.7342123755609666,-38.53800490818598,-3.73317189644319,-38.53778481883557
